costat,curcdq,datafmt,indfmt,consol,sic,datadate,gvkey,tic,atq,ceqq
I,USD,STD,BANK,C,6020,2002-09-30,148937,SNBT,,
I,USD,STD,BANK,C,6020,2002-09-30,149618,BANC.3,408.4650,87.6750
A,USD,STD,BANK,C,6020,2002-09-30,150306,TCBI,1617.4690,120.8170
I,USD,STD,BANK,C,6020,2002-09-30,150478,OCNB.1,,
I,USD,STD,BANK,C,6020,2002-09-30,151078,BOFLQ,113.7470,15.9650
A,USD,STD,BANK,C,6020,2002-09-30,151544,PKBK,,
I,USD,STD,BANK,C,6020,2002-09-30,151606,OLCB,118.7500,7.3870
I,USD,STD,BANK,C,6020,2002-09-30,152931,SAMB,82.1910,7.1710
A,USD,STD,BANK,C,6020,2002-09-30,153895,OPHC,66.1230,10.4250
A,USD,STD,BANK,C,6020,2002-09-30,155914,FBCI,487.0150,47.6710
I,USD,STD,BANK,C,6020,2002-09-30,156154,CFHI,,
I,USD,STD,BANK,C,6020,2002-09-30,157973,FLB,,
A,USD,STD,BANK,C,6020,2002-09-30,158313,BKOR,,
I,USD,STD,BANK,C,6020,2002-09-30,158776,FBFS,,
I,USD,STD,BANK,C,6020,2002-09-30,160502,EUBK,,
I,USD,STD,BANK,C,6020,2002-09-30,160741,WOOD.1,,
I,USD,STD,BANK,C,6020,2002-09-30,160886,VLLY,,
I,USD,STD,BANK,C,6020,2002-09-30,161927,TBHS,,
I,USD,STD,BANK,C,6020,2002-09-30,161989,CBONQ,,
A,USD,STD,BANK,C,6020,2002-09-30,162078,FSTF,,
I,USD,STD,BANK,C,6020,2002-09-30,162867,3FBOD,,
I,USD,STD,BANK,C,6020,2002-09-30,164364,ISBC,,
A,USD,STD,BANK,C,6020,2002-09-30,223148,IBN,20564.0290,
A,USD,STD,BANK,C,6020,2002-09-30,241366,BCH,12415.5360,803.8520
A,USD,STD,BANK,C,6020,2002-09-30,252819,WF,,
A,USD,STD,BANK,C,6020,2002-09-30,252940,MUFG,,
A,CAD,STD,BANK,C,6020,2002-10-31,015580,BMO,252864.0000,10377.0000
A,CAD,STD,BANK,C,6020,2002-10-31,015581,CM,273293.0000,9245.0000
A,CAD,STD,BANK,C,6020,2002-10-31,015582,BNS,296380.0000,13502.0000
A,CAD,STD,BANK,C,6020,2002-10-31,015620,NTIOF,74611.0000,3601.0000
A,CAD,STD,BANK,C,6020,2002-10-31,015633,RY,381932.0000,17240.0000
A,CAD,STD,BANK,C,6020,2002-10-31,015706,TD,278040.0000,11556.0000
I,USD,STD,BANK,C,6020,2002-10-31,016926,MFLR,187.5410,15.2390
I,USD,STD,BANK,C,6020,2002-12-31,001619,ASO.1,40571.2720,3115.9970
I,USD,STD,BANK,C,6020,2002-12-31,001998,ONE.1,277383.0000,22440.0000
A,USD,STD,BANK,C,6020,2002-12-31,002002,BPOP,33660.3520,2410.8790
A,USD,STD,BANK,C,6020,2002-12-31,002005,BOH,9516.4180,1015.7590
A,USD,STD,BANK,C,6020,2002-12-31,002019,BK,77564.0000,6684.0000
A,USD,STD,BANK,C,6020,2002-12-31,002620,0176A,40169.7730,3758.1890
I,USD,STD,BANK,C,6020,2002-12-31,002731,PVN,16710.3890,2139.0720
I,USD,STD,BANK,C,6020,2002-12-31,002849,BBVA1,23884.7090,1931.5020
A,USD,STD,BANK,C,6020,2002-12-31,002968,JPM,758800.0000,41297.0000
I,USD,STD,BANK,C,6020,2002-12-31,003066,3614B,727337.0000,73540.0000
I,USD,STD,BANK,C,6020,2002-12-31,003071,CRBC,7522.0340,650.4690
I,USD,STD,BANK,C,6020,2002-12-31,003082,CYN.1,11870.3920,1109.9590
A,USD,STD,BANK,C,6020,2002-12-31,003231,CMA,53301.0000,4947.0000
A,USD,STD,BANK,C,6020,2002-12-31,003238,CBSH,13308.4150,1416.3370
A,USD,STD,BANK,C,6020,2002-12-31,003643,CFR,9552.3180,703.7900
A,USD,STD,BANK,C,6020,2002-12-31,004640,FITB,80894.0000,8466.0000
A,USD,STD,BANK,C,6020,2002-12-31,004674,RF,47938.8400,4178.4220
I,USD,STD,BANK,C,6020,2002-12-31,004678,FMER,10688.2060,963.5640
A,USD,STD,BANK,C,6020,2002-12-31,004685,TRMK,7138.7060,679.5340
A,USD,STD,BANK,C,6020,2002-12-31,004690,FCNCA,12231.8900,967.2910
A,USD,STD,BANK,C,6020,2002-12-31,004699,MTB,33174.5250,3181.8230
A,USD,STD,BANK,C,6020,2002-12-31,004723,USB,180027.0000,18101.0000
A,USD,STD,BANK,C,6020,2002-12-31,004737,FHN,23823.0950,1691.1800
I,USD,STD,BANK,C,6020,2002-12-31,004739,WB.3,341839.0000,32078.0000
I,USD,STD,BANK,C,6020,2002-12-31,004742,FVB,11227.5870,1237.9640
I,USD,STD,BANK,C,6020,2002-12-31,004764,FBF,190453.0000,16562.0000
I,USD,STD,BANK,C,6020,2002-12-31,005417,HU,7651.2610,432.5260
I,USD,STD,BANK,C,6020,2002-12-31,005619,HIB,17392.6610,1680.8620
A,USD,STD,BANK,C,6020,2002-12-31,005786,HBAN,27432.3810,2189.7930
I,USD,STD,BANK,C,6020,2002-12-31,007067,MI.1,32874.6420,3036.6680
I,USD,STD,BANK,C,6020,2002-12-31,007238,MEL.3,36231.0000,3395.0000
I,USD,STD,BANK,C,6020,2002-12-31,007253,MRBK.1,10790.3760,1324.3580
A,USD,STD,BANK,C,6020,2002-12-31,007647,BAC,660458.0000,50261.0000
I,USD,STD,BANK,C,6020,2002-12-31,007711,NCC,118258.4150,8308.0120
A,USD,STD,BANK,C,6020,2002-12-31,007982,NTRS,39478.2000,2879.8000
A,USD,STD,BANK,C,6020,2002-12-31,008007,WFC,349197.0000,30258.0000
A,USD,STD,BANK,C,6020,2002-12-31,008245,PNC,66377.0000,6859.0000
A,USD,STD,BANK,C,6020,2002-12-31,009061,HBC2,89426.2010,6896.5930
I,USD,STD,BANK,C,6020,2002-12-31,009142,RIGS.1,6825.6950,389.2410
A,USD,STD,BANK,C,6020,2002-12-31,009783,KEY,85202.0000,6835.0000
I,USD,STD,BANK,C,6020,2002-12-31,009880,SOTR,50570.8560,4627.5810
I,USD,STD,BANK,C,6020,2002-12-31,010063,STL.2,1561.1220,127.4580
A,USD,STD,BANK,C,6020,2002-12-31,010137,SMFG,,
I,USD,STD,BANK,C,6020,2002-12-31,010187,STI.1,117322.5230,8769.4960
I,USD,STD,BANK,C,6020,2002-12-31,010868,UPC.,34144.3630,3216.0880
A,USD,STD,BANK,C,6020,2002-12-31,010916,UMBF,8035.5590,802.8000
I,USD,STD,BANK,C,6020,2002-12-31,011482,WTNY,7097.8810,800.4830
I,USD,STD,BANK,C,6020,2002-12-31,011513,WL,8131.2750,741.2690
A,USD,STD,BANK,C,6020,2002-12-31,011687,ZION,26565.6890,2373.8430
A,USD,STD,BANK,C,6020,2002-12-31,011842,ASB,15043.2750,1272.1830
A,USD,STD,BANK,C,6020,2002-12-31,011856,TFC,80216.8160,7387.9140
A,USD,STD,BANK,C,6020,2002-12-31,011861,VLY,9100.2100,631.7380
I,USD,STD,BANK,C,6020,2002-12-31,011896,FMBI,5980.5330,491.9530
A,USD,STD,BANK,C,6020,2002-12-31,012673,BCS,648734.7270,24472.4480
A,USD,STD,BANK,C,6020,2002-12-31,013041,SNV,19036.2460,2040.8530
I,USD,STD,BANK,C,6020,2002-12-31,013054,NCF,21472.1160,2682.4320
I,USD,STD,BANK,C,6020,2002-12-31,013075,PFGI.,17540.0090,873.3710
A,USD,STD,BANK,C,6020,2002-12-31,014140,SAN,339932.1770,24555.6290
I,USD,STD,BANK,C,6020,2002-12-31,014159,TCNJ,4410.8020,264.2700
A,USD,STD,BANK,C,6020,2002-12-31,014172,FULT,8387.7780,863.7420
I,USD,STD,BANK,C,6020,2002-12-31,014201,CBCGQ,15822.3550,1071.4360
A,USD,STD,BANK,C,6020,2002-12-31,014219,CADE,10189.2470,807.8230
A,USD,STD,BANK,C,6020,2002-12-31,014253,WABC,4224.8670,341.4990
I,USD,STD,BANK,C,6020,2002-12-31,014275,FRCB,4854.6950,283.1790
A,USD,STD,BANK,C,6020,2002-12-31,014802,NABZY,,
A,USD,STD,BANK,C,6020,2002-12-31,015181,BBVA,293099.9950,18045.6650
I,USD,STD,BANK,C,6020,2002-12-31,015197,CHFC,3568.8930,430.3390
A,USD,STD,BANK,C,6020,2002-12-31,015199,SRCE,3407.4680,309.4290
I,USD,STD,BANK,C,6020,2002-12-31,015202,NFB,21413.1010,1514.0530
A,USD,STD,BANK,C,6020,2002-12-31,015362,WEBNF,,
I,USD,STD,BANK,C,6020,2002-12-31,015363,TCF,12202.0690,977.0200
I,USD,STD,BANK,C,6020,2002-12-31,015504,ABNYY,582984.8730,10450.4000
A,USD,STD,BANK,C,6020,2002-12-31,015505,AIBGY,90222.3770,4861.8950
A,USD,STD,BANK,C,6020,2002-12-31,015509,HSBC,759246.0000,52406.0000
A,USD,STD,BANK,C,6020,2002-12-31,015532,BNPQY,744769.4720,27727.5830
I,USD,STD,BANK,C,6020,2002-12-31,015537,HVMGY,724399.7020,14914.4230
A,USD,STD,BANK,C,6020,2002-12-31,015552,DNKEY,247317.6410,8516.9860
A,USD,STD,BANK,C,6020,2002-12-31,015576,DB,795135.0000,31445.0000
I,USD,STD,BANK,C,6020,2002-12-31,015627,MBK.1,,
A,USD,STD,BANK,C,6020,2002-12-31,015634,NWG,663114.0000,43493.5180
A,USD,STD,BANK,C,6020,2002-12-31,015679,UOVEY,61938.4590,7292.1660
A,USD,STD,BANK,C,6020,2002-12-31,015743,DBSDY,86090.1390,8275.6040
A,USD,STD,BANK,C,6020,2002-12-31,015784,SCGLY,525576.3520,16497.0990
A,USD,STD,BANK,C,6020,2002-12-31,015889,ANZGY,,
A,USD,STD,BANK,C,6020,2002-12-31,015929,LYG,406814.0010,12830.9330
I,USD,STD,BANK,C,6020,2002-12-31,016245,PBCT,12260.6000,939.6000
A,USD,STD,BANK,C,6020,2002-12-31,016305,AGRPY,,
I,USD,STD,BANK,C,6020,2002-12-31,016643,AMFIQ,4520.7140,355.6810
A,USD,STD,BANK,C,6020,2002-12-31,016668,AROW,1271.4210,101.4020
I,USD,STD,BANK,C,6020,2002-12-31,016674,BSBN,2034.6670,148.9260
I,USD,STD,BANK,C,6020,2002-12-31,016679,GRAN.1,742.0150,127.4430
I,USD,STD,BANK,C,6020,2002-12-31,016686,BVC.1,875.5450,410.0640
A,USD,STD,BANK,C,6020,2002-12-31,016689,NBN,447.8520,36.0970
I,USD,STD,BANK,C,6020,2002-12-31,016698,BMTC,577.2420,62.6070
A,USD,STD,BANK,C,6020,2002-12-31,016705,CPF,2028.1630,173.4430
I,USD,STD,BANK,C,6020,2002-12-31,016748,CNBKA,1557.2010,100.2560
I,USD,STD,BANK,C,6020,2002-12-31,016751,CF.6,41896.0720,3083.8250
I,USD,STD,BANK,C,6020,2002-12-31,016769,CHZ,4920.5440,418.7920
A,USD,STD,BANK,C,6020,2002-12-31,016777,FBNC,1218.1460,123.9850
I,USD,STD,BANK,C,6020,2002-12-31,016778,FCTR.1,3745.9490,324.6860
A,USD,STD,BANK,C,6020,2002-12-31,016781,CHCO,2047.9110,165.3930
I,USD,STD,BANK,C,6020,2002-12-31,016784,CBH.1,16403.9810,918.0100
I,USD,STD,BANK,C,6020,2002-12-31,016785,CEBK,488.0470,41.0900
A,USD,STD,BANK,C,6020,2002-12-31,016790,CBU,3434.2040,325.0380
I,USD,STD,BANK,C,6020,2002-12-31,016791,CMTY,1679.8980,129.1620
A,USD,STD,BANK,C,6020,2002-12-31,016821,FBP,9643.8520,437.9240
A,USD,STD,BANK,C,6020,2002-12-31,016829,PCLB,218.2900,19.9550
A,USD,STD,BANK,C,6020,2002-12-31,016832,GBCI,2281.3440,212.2490
I,USD,STD,BANK,C,6020,2002-12-31,016836,FFCH,2224.8370,165.0560
I,USD,STD,BANK,C,6020,2002-12-31,016837,CVAL,592.5030,46.7460
I,USD,STD,BANK,C,6020,2002-12-31,016839,FGHC,258.0440,20.5290
I,USD,STD,BANK,C,6020,2002-12-31,016843,FINB,2125.2140,221.2110
A,USD,STD,BANK,C,6020,2002-12-31,016845,FRME,2678.6870,261.1290
I,USD,STD,BANK,C,6020,2002-12-31,016853,FOBB,1597.4960,111.9420
I,USD,STD,BANK,C,6020,2002-12-31,016872,FOOT,604.5700,57.5760
I,USD,STD,BANK,C,6020,2002-12-31,016877,FBCP.,542.4780,45.6420
I,USD,STD,BANK,C,6020,2002-12-31,016885,HRZB,811.2210,106.3570
A,USD,STD,BANK,C,6020,2002-12-31,016889,INDB,2285.3720,161.2420
A,USD,STD,BANK,C,6020,2002-12-31,016890,IBCP,2057.5620,138.0470
I,USD,STD,BANK,C,6020,2002-12-31,016896,IFCJ,936.3320,80.6800
I,USD,STD,BANK,C,6020,2002-12-31,016910,NBBC,851.7930,85.5070
I,USD,STD,BANK,C,6020,2002-12-31,016929,MBVT,854.4950,82.7580
I,USD,STD,BANK,C,6020,2002-12-31,016938,GBCB,2510.7440,204.1010
I,USD,STD,BANK,C,6020,2002-12-31,016948,GSBI,1110.3410,
I,USD,STD,BANK,C,6020,2002-12-31,016956,HNBC,2490.8640,206.2060
A,USD,STD,BANK,C,6020,2002-12-31,016981,OFG,2805.6110,160.0760
A,USD,STD,BANK,C,6020,2002-12-31,016989,PEBK,644.7420,48.6050
I,USD,STD,BANK,C,6020,2002-12-31,016991,BNK.3,23418.9410,2063.4850
I,USD,STD,BANK,C,6020,2002-12-31,017016,FLAG.1,636.1310,60.7490
I,USD,STD,BANK,C,6020,2002-12-31,017030,PBKS,4890.7220,315.6350
I,USD,STD,BANK,C,6020,2002-12-31,017069,FCAL.1,355.3850,24.2010
I,USD,STD,BANK,C,6020,2002-12-31,017070,NPBC,2858.2620,222.3600
A,USD,STD,BANK,C,6020,2002-12-31,017095,ONB,9612.5560,740.7100
A,USD,STD,BANK,C,6020,2002-12-31,017106,PEBO,1394.3610,147.1830
I,USD,STD,BANK,C,6020,2002-12-31,017120,MNSH,4183.1810,590.3500
A,USD,STD,BANK,C,6020,2002-12-31,017130,STD2,39524.1930,2764.3180
I,USD,STD,BANK,C,6020,2002-12-31,017136,SCNB,1272.7170,108.7920
I,USD,STD,BANK,C,6020,2002-12-31,017142,RBNC.1,4778.1950,332.7280
A,USD,STD,BANK,C,6020,2002-12-31,017145,WAFD,7359.8890,971.4160
A,USD,STD,BANK,C,6020,2002-12-31,017150,WBS,13468.0040,1035.4580
A,USD,STD,BANK,C,6020,2002-12-31,017151,WSBC,3297.2310,325.1710
I,USD,STD,BANK,C,6020,2002-12-31,017157,WHCI,8205.0770,575.8050
I,USD,STD,BANK,C,6020,2002-12-31,017160,CORSQ,2617.0500,482.0410
I,USD,STD,BANK,C,6020,2002-12-31,017168,RBPAA,1088.4840,121.3300
A,USD,STD,BANK,C,6020,2002-12-31,017173,ACNB,734.6440,70.1000
A,USD,STD,BANK,C,6020,2002-12-31,017184,SBCF,1281.2970,100.7470
A,USD,STD,BANK,C,6020,2002-12-31,017195,FFBC,3729.9520,377.6030
I,USD,STD,BANK,C,6020,2002-12-31,017208,AANB,204.9500,21.1920
I,USD,STD,BANK,C,6020,2002-12-31,017233,SUSQ,5544.6470,533.8550
A,USD,STD,BANK,C,6020,2002-12-31,017240,TMP,1670.2030,150.5970
A,USD,STD,BANK,C,6020,2002-12-31,017248,UBSI,5792.0190,541.5390
I,USD,STD,BANK,C,6020,2002-12-31,017255,UBMT,377.9800,30.4760
I,USD,STD,BANK,C,6020,2002-12-31,017256,UNBJ,2867.6990,264.6800
A,USD,STD,BANK,C,6020,2002-12-31,017269,ASRV,1175.5500,77.7560
I,USD,STD,BANK,C,6020,2002-12-31,017318,WAIN,561.3390,39.8810
I,USD,STD,BANK,C,6020,2002-12-31,017367,AMNB,605.7090,71.0270
I,USD,STD,BANK,C,6020,2002-12-31,017388,BYLK,904.6560,65.4000
I,USD,STD,BANK,C,6020,2002-12-31,017438,BDGE,463.9860,39.9710
I,USD,STD,BANK,C,6020,2002-12-31,017461,BRBW,122.7070,28.2890
A,USD,STD,BANK,C,6020,2002-12-31,017534,CCNE,668.5180,62.0330
I,USD,STD,BANK,C,6020,2002-12-31,017635,BZBC,630.9320,58.4460
I,USD,STD,BANK,C,6020,2002-12-31,017640,TSFG,7941.0100,646.7990
A,USD,STD,BANK,C,6020,2002-12-31,017641,BKSC,169.4800,19.3140
I,USD,STD,BANK,C,6020,2002-12-31,017654,CBBI.1,1674.3580,151.0090
I,USD,STD,BANK,C,6020,2002-12-31,017678,3CNBI.,391.8040,36.8840
I,USD,STD,BANK,C,6020,2002-12-31,017694,CRRB.1,324.2220,33.6910
I,USD,STD,BANK,C,6020,2002-12-31,017715,CVLY,349.8970,32.2230
A,USD,STD,BANK,C,6020,2002-12-31,017724,CNOB,823.4360,51.0540
I,USD,STD,BANK,C,6020,2002-12-31,017762,CBCRQ,2409.2880,160.0370
I,USD,STD,BANK,C,6020,2002-12-31,017780,WCBO,1532.3270,133.3870
I,USD,STD,BANK,C,6020,2002-12-31,017789,3COBI.,218.0300,24.3500
A,USD,STD,BANK,C,6020,2002-12-31,017795,CNAF,380.3380,51.2050
I,USD,STD,BANK,C,6020,2002-12-31,017908,ALNC,774.9500,62.9530
I,USD,STD,BANK,C,6020,2002-12-31,017919,CWBS,256.5140,15.4450
A,USD,STD,BANK,C,6020,2002-12-31,018008,ENBP,478.8850,61.1050
A,USD,STD,BANK,C,6020,2002-12-31,018037,CZNC,1018.7680,115.8370
A,USD,STD,BANK,C,6020,2002-12-31,018040,FRBKQ,647.6920,51.2760
I,USD,STD,BANK,C,6020,2002-12-31,018044,FMBN.,2094.9860,184.2560
A,USD,STD,BANK,C,6020,2002-12-31,018049,FNB,7090.2320,598.5950
I,USD,STD,BANK,C,6020,2002-12-31,018051,FNBF,734.0320,64.3330
I,USD,STD,BANK,C,6020,2002-12-31,018110,FFKT,1275.6020,125.7730
I,USD,STD,BANK,C,6020,2002-12-31,018234,FTCG.,611.5920,40.3140
A,USD,STD,BANK,C,6020,2002-12-31,018241,FCF,4524.7430,401.3900
A,USD,STD,BANK,C,6020,2002-12-31,018276,THFF,2169.7480,241.9710
A,USD,STD,BANK,C,6020,2002-12-31,018301,FKYS,439.5260,49.0960
I,USD,STD,BANK,C,6020,2002-12-31,018307,FLIC,792.3420,85.4420
A,USD,STD,BANK,C,6020,2002-12-31,018329,BUSE,1435.5780,115.1630
A,USD,STD,BANK,C,6020,2002-12-31,018358,FUNC,953.6770,79.2830
I,USD,STD,BANK,C,6020,2002-12-31,018361,FCEC,640.0100,48.6120
A,USD,STD,BANK,C,6020,2002-12-31,018385,FRAF,532.3570,47.2280
I,USD,STD,BANK,C,6020,2002-12-31,018439,FRGBQ,467.2540,27.8300
A,USD,STD,BANK,C,6020,2002-12-31,018533,HBNC,720.1300,41.4100
A,USD,STD,BANK,C,6020,2002-12-31,018732,LKFN,1247.7860,83.8800
I,USD,STD,BANK,C,6020,2002-12-31,018928,IRWNQ,4884.7220,360.5550
I,USD,STD,BANK,C,6020,2002-12-31,019024,IBNKQ,2857.7380,232.6000
I,USD,STD,BANK,C,6020,2002-12-31,019049,BTFG,665.8100,80.9040
A,USD,STD,BANK,C,6020,2002-12-31,019094,NBTB,3723.7260,292.3820
A,USD,STD,BANK,C,6020,2002-12-31,019137,OVBC,696.3560,50.3750
A,USD,STD,BANK,C,6020,2002-12-31,019150,OSBC,1608.0870,133.0760
I,USD,STD,BANK,C,6020,2002-12-31,019156,OMEF,1154.5570,157.1100
I,USD,STD,BANK,C,6020,2002-12-31,019158,PRFS.1,1008.5890,86.9780
I,USD,STD,BANK,C,6020,2002-12-31,019159,PWOD,472.2060,63.1420
I,USD,STD,BANK,C,6020,2002-12-31,019207,NREB,689.3800,53.7380
A,USD,STD,BANK,C,6020,2002-12-31,019262,CTBI,2487.9110,209.4190
A,USD,STD,BANK,C,6020,2002-12-31,019318,PRK,4446.6250,509.2920
A,USD,STD,BANK,C,6020,2002-12-31,019355,SFNC,1977.5790,197.6050
I,USD,STD,BANK,C,6020,2002-12-31,019361,SMTB,451.8030,33.9440
I,USD,STD,BANK,C,6020,2002-12-31,019415,SBIT.1,687.7330,64.9380
I,USD,STD,BANK,C,6020,2002-12-31,019420,SUBI,951.1740,81.2470
A,USD,STD,BANK,C,6020,2002-12-31,019428,GSBC,1402.6380,104.7090
I,USD,STD,BANK,C,6020,2002-12-31,019508,STBC,1362.2820,87.6830
I,USD,STD,BANK,C,6020,2002-12-31,019537,SLFI,2156.3090,196.8330
A,USD,STD,BANK,C,6020,2002-12-31,019570,STBA,2823.8670,306.1140
I,USD,STD,BANK,C,6020,2002-12-31,019658,TOBC,262.5890,32.8660
A,USD,STD,BANK,C,6020,2002-12-31,019713,AUB,1115.7250,105.4920
I,USD,STD,BANK,C,6020,2002-12-31,019742,SECD.1,1894.7750,135.7800
A,USD,STD,BANK,C,6020,2002-12-31,019817,UVSP,1325.8650,133.4530
A,USD,STD,BANK,C,6020,2002-12-31,019873,WASH,1745.6610,128.7210
I,USD,STD,BANK,C,6020,2002-12-31,019878,WNNB,623.5870,66.4240
I,USD,STD,BANK,C,6020,2002-12-31,019891,WBKC.1,682.8630,42.6120
I,USD,STD,BANK,C,6020,2002-12-31,019907,GIW.1,710.1620,63.1620
A,USD,STD,BANK,C,6020,2002-12-31,020019,CVBF,3123.4110,259.8210
I,USD,STD,BANK,C,6020,2002-12-31,020028,CCBT,1481.8830,118.4470
A,USD,STD,BANK,C,6020,2002-12-31,020109,CCBG,1824.7710,186.5310
I,USD,STD,BANK,C,6020,2002-12-31,020297,LNBB,715.3990,66.6130
I,USD,STD,BANK,C,6020,2002-12-31,021159,SUMM.,302.2060,28.7420
I,USD,STD,BANK,C,6020,2002-12-31,021166,AMPB,100.4230,8.5770
I,USD,STD,BANK,C,6020,2002-12-31,021374,SAVB,437.5980,34.7560
A,USD,STD,BANK,C,6020,2002-12-31,021382,STD1,331107.9500,9764.8360
A,USD,STD,BANK,C,6020,2002-12-31,021423,UNIB,46.2490,3.1560
A,USD,STD,BANK,C,6020,2002-12-31,021521,CZFS,432.6580,38.4060
A,USD,STD,BANK,C,6020,2002-12-31,021593,CIVB,651.6340,71.6890
I,USD,STD,BANK,C,6020,2002-12-31,021595,VIST.1,562.3720,52.9000
A,USD,STD,BANK,C,6020,2002-12-31,022086,IBOC,6495.6350,547.2640
I,USD,STD,BANK,C,6020,2002-12-31,022122,UBH,2542.8660,156.0110
I,USD,STD,BANK,C,6020,2002-12-31,022216,NBOH,296.5030,33.1900
A,USD,STD,BANK,C,6020,2002-12-31,022717,SYBT,1039.6800,86.0670
I,USD,STD,BANK,C,6020,2002-12-31,022751,SFSW,1316.8240,104.9330
I,USD,STD,BANK,C,6020,2002-12-31,023025,ESFYY,47799.6470,42.2550
I,USD,STD,BANK,C,6020,2002-12-31,023107,FBMI,767.5200,80.1810
I,USD,STD,BANK,C,6020,2002-12-31,023111,MSFG,1251.7600,99.7710
A,USD,STD,BANK,C,6020,2002-12-31,023450,NRIM,704.2490,68.3730
A,USD,STD,BANK,C,6020,2002-12-31,023500,CATY,2753.9980,287.9610
I,USD,STD,BANK,C,6020,2002-12-31,023544,BLMT.,289.4680,34.7570
I,USD,STD,BANK,C,6020,2002-12-31,023553,PCBC.3,4219.2130,371.0750
I,USD,STD,BANK,C,6020,2002-12-31,023592,KRB,52856.7460,9101.2330
A,USD,STD,BANK,C,6020,2002-12-31,023848,BPCGY,64851.3740,2294.5590
I,USD,STD,BANK,C,6020,2002-12-31,024148,VNBCQ,385.3020,17.5080
A,USD,STD,BANK,C,6020,2002-12-31,024232,HWC,3973.1470,387.5130
I,USD,STD,BANK,C,6020,2002-12-31,024278,NSFC,635.6760,76.5920
I,USD,STD,BANK,C,6020,2002-12-31,024292,PNWB,3127.0090,261.6130
I,USD,STD,BANK,C,6020,2002-12-31,024397,CFBX,5827.1700,378.4490
I,USD,STD,BANK,C,6020,2002-12-31,024414,COOPQ,504.2100,38.4480
A,USD,STD,BANK,C,6020,2002-12-31,024447,BOKF,12245.0450,1093.5320
I,USD,STD,BANK,C,6020,2002-12-31,024466,IBKC,1570.5880,139.5980
I,USD,STD,BANK,C,6020,2002-12-31,024500,REBC,513.1810,28.8070
I,USD,STD,BANK,C,6020,2002-12-31,024589,IMI.2,213655.9910,10949.4860
I,USD,STD,BANK,C,6020,2002-12-31,025140,HFFC,807.1720,49.6320
A,USD,STD,BANK,C,6020,2002-12-31,025173,RNST,1344.5120,132.7780
A,USD,STD,BANK,C,6020,2002-12-31,025236,PNBC,587.3750,51.0740
I,USD,STD,BANK,C,6020,2002-12-31,025376,COLB.1,1699.6130,132.3840
I,USD,STD,BANK,C,6020,2002-12-31,025465,COVB,608.9210,48.5860
A,USD,STD,BANK,C,6020,2002-12-31,025481,NKSH,684.9350,73.1010
A,USD,STD,BANK,C,6020,2002-12-31,025714,SHG,53999.2390,2719.3830
I,USD,STD,BANK,C,6020,2002-12-31,025719,CASB,804.1530,56.6400
A,USD,STD,BANK,C,6020,2002-12-31,025751,BLX,2929.2670,328.9230
I,USD,STD,BANK,C,6020,2002-12-31,025860,SBIB,3582.7450,249.2680
A,USD,STD,BANK,C,6020,2002-12-31,026071,FCBC,1524.3630,152.4620
I,USD,STD,BANK,C,6020,2002-12-31,026077,TRUE.,546.4040,41.1070
A,USD,STD,BANK,C,6020,2002-12-31,027886,UBCP,361.7110,32.1550
A,USD,STD,BANK,C,6020,2002-12-31,028022,BANF,2796.8620,251.5080
I,USD,STD,BANK,C,6020,2002-12-31,028135,CVBK,285.0860,24.4990
I,USD,STD,BANK,C,6020,2002-12-31,028152,MSL,382.6870,27.1190
A,USD,STD,BANK,C,6020,2002-12-31,028155,TCBK,1144.5740,99.0140
I,USD,STD,BANK,C,6020,2002-12-31,028185,PBTC,740.2610,71.1810
I,USD,STD,BANK,C,6020,2002-12-31,028200,UNIZ,2691.9020,304.2900
I,USD,STD,BANK,C,6020,2002-12-31,028215,3MMBI,909.0950,69.3290
A,USD,STD,BANK,C,6020,2002-12-31,028278,GABC,957.0050,104.5190
I,USD,STD,BANK,C,6020,2002-12-31,028342,SKYF.,11013.9430,832.4330
I,USD,STD,BANK,C,6020,2002-12-31,028577,SRYP,104.0490,4.6270
I,USD,STD,BANK,C,6020,2002-12-31,028620,PFC,884.2450,120.1100
I,USD,STD,BANK,C,6020,2002-12-31,028696,NSDB,510.4480,38.8220
I,USD,STD,BANK,C,6020,2002-12-31,028833,CLDB,437.5980,52.0390
A,USD,STD,BANK,C,6020,2002-12-31,028866,CASH,672.8490,44.6510
I,USD,STD,BANK,C,6020,2002-12-31,028970,CLBK.1,698.5240,58.6050
A,USD,STD,BANK,C,6020,2002-12-31,029061,RVSB,422.1400,53.7510
A,USD,STD,BANK,C,6020,2002-12-31,029101,FFIN,1993.1830,238.7680
I,USD,STD,BANK,C,6020,2002-12-31,029112,FSNMQ,1386.8700,117.4680
I,USD,STD,BANK,C,6020,2002-12-31,029211,BPFH,1820.7410,167.3820
A,USD,STD,BANK,C,6020,2002-12-31,029286,BBAR,4450.5890,593.2920
I,USD,STD,BANK,C,6020,2002-12-31,029340,FFDB,177.5700,18.8080
I,USD,STD,BANK,C,6020,2002-12-31,029446,OKSB,1349.7680,96.3720
A,USD,STD,BANK,C,6020,2002-12-31,029466,FBSI,265.0700,25.7470
I,USD,STD,BANK,C,6020,2002-12-31,029507,REPB.1,2526.3490,183.6840
I,USD,STD,BANK,C,6020,2002-12-31,029613,CACB,578.3590,51.1880
A,USD,STD,BANK,C,6020,2002-12-31,029855,FMNB,748.0980,80.9520
