costat,curcdq,datafmt,indfmt,consol,sic,datadate,gvkey,tic,dlcq,dlttq
I,USD,STD,BANK,C,6020,2008-09-30,019024,IBNKQ,306.1820,358.6760
I,USD,STD,BANK,C,6020,2008-09-30,019049,BTFG,0.9590,134.4730
A,USD,STD,BANK,C,6020,2008-09-30,019094,NBTB,150.4770,708.8840
A,USD,STD,BANK,C,6020,2008-09-30,019137,OVBC,42.9620,64.8320
A,USD,STD,BANK,C,6020,2008-09-30,019150,OSBC,279.4210,125.9160
I,USD,STD,BANK,C,6020,2008-09-30,019159,PWOD,48.4290,86.7780
A,USD,STD,BANK,C,6020,2008-09-30,019262,CTBI,223.1820,61.3410
A,USD,STD,BANK,C,6020,2008-09-30,019318,PRK,580.3060,824.4400
A,USD,STD,BANK,C,6020,2008-09-30,019355,SFNC,108.8290,153.6720
I,USD,STD,BANK,C,6020,2008-09-30,019361,SMTB,0.0000,378.8360
A,USD,STD,BANK,C,6020,2008-09-30,019428,GSBC,331.7930,153.7760
I,USD,STD,BANK,C,6020,2008-09-30,019508,STBC,105.5000,30.6200
A,USD,STD,BANK,C,6020,2008-09-30,019570,STBA,552.5060,280.9210
I,USD,STD,BANK,C,6020,2008-09-30,019658,TOBC,14.9600,40.3810
A,USD,STD,BANK,C,6020,2008-09-30,019713,AUB,136.9660,264.8100
A,USD,STD,BANK,C,6020,2008-09-30,019817,UVSP,161.3750,142.9930
A,USD,STD,BANK,C,6020,2008-09-30,019873,WASH,0.0000,810.8600
I,USD,STD,BANK,C,6020,2008-09-30,019907,GIW.1,20.6480,61.0960
A,USD,STD,BANK,C,6020,2008-09-30,020019,CVBF,1051.5980,1684.7620
A,USD,STD,BANK,C,6020,2008-09-30,020109,CCBG,47.0690,115.9610
I,USD,STD,BANK,C,6020,2008-09-30,020297,LNBB,60.7250,63.6280
I,USD,STD,BANK,C,6020,2008-09-30,021374,SAVB,67.7820,22.0660
A,USD,STD,BANK,C,6020,2008-09-30,021382,STD1,,
A,USD,STD,BANK,C,6020,2008-09-30,021423,UNIB,3.5160,0.0000
A,USD,STD,BANK,C,6020,2008-09-30,021521,CZFS,,52.6250
A,USD,STD,BANK,C,6020,2008-09-30,021593,CIVB,34.4510,160.7850
I,USD,STD,BANK,C,6020,2008-09-30,021595,VIST.1,83.6400,206.0010
A,USD,STD,BANK,C,6020,2008-09-30,022086,IBOC,3092.7560,201.0390
I,USD,STD,BANK,C,6020,2008-09-30,022216,NBOH,15.2620,21.4910
A,USD,STD,BANK,C,6020,2008-09-30,022717,SYBT,113.9550,100.0600
I,USD,STD,BANK,C,6020,2008-09-30,023107,FBMI,55.8770,189.9490
I,USD,STD,BANK,C,6020,2008-09-30,023111,MSFG,61.5420,408.2530
A,USD,STD,BANK,C,6020,2008-09-30,023357,QNBC,19.5570,35.0000
A,USD,STD,BANK,C,6020,2008-09-30,023450,NRIM,23.6340,18.5580
A,USD,STD,BANK,C,6020,2008-09-30,023500,CATY,1793.0000,1257.3900
I,USD,STD,BANK,C,6020,2008-09-30,023553,PCBC.3,473.8080,1545.3020
I,USD,STD,BANK,C,6020,2008-09-30,024148,VNBCQ,68.3000,381.4700
A,USD,STD,BANK,C,6020,2008-09-30,024232,HWC,622.8990,0.6780
I,USD,STD,BANK,C,6020,2008-09-30,024278,NSFC,117.0190,10.0000
I,USD,STD,BANK,C,6020,2008-09-30,024414,COOPQ,97.6870,113.5250
A,USD,STD,BANK,C,6020,2008-09-30,024447,BOKF,3667.2250,1475.8220
I,USD,STD,BANK,C,6020,2008-09-30,024466,IBKC,245.9730,563.8620
A,USD,STD,BANK,C,6020,2008-09-30,024578,SWDBY,,0.0000
I,USD,STD,BANK,C,6020,2008-09-30,025140,HFFC,0.0000,265.1040
A,USD,STD,BANK,C,6020,2008-09-30,025173,RNST,201.7950,668.5310
A,USD,STD,BANK,C,6020,2008-09-30,025236,PNBC,34.4200,73.3450
I,USD,STD,BANK,C,6020,2008-09-30,025376,COLB.1,346.0970,25.5820
A,USD,STD,BANK,C,6020,2008-09-30,025481,NKSH,0.0000,0.0560
A,USD,STD,BANK,C,6020,2008-09-30,025714,SHG,4992.1290,57341.3850
I,USD,STD,BANK,C,6020,2008-09-30,025719,CASB,150.9830,281.0000
A,USD,STD,BANK,C,6020,2008-09-30,025751,BLX,1674.0000,1296.0000
I,USD,STD,BANK,C,6020,2008-09-30,025860,SBIB,668.0690,157.0000
A,USD,STD,BANK,C,6020,2008-09-30,026071,FCBC,209.8880,216.7200
A,USD,STD,BANK,C,6020,2008-09-30,027886,UBCP,8.0980,59.8710
A,USD,STD,BANK,C,6020,2008-09-30,028022,BANF,15.4040,26.8040
I,USD,STD,BANK,C,6020,2008-09-30,028135,CVBK,70.2480,45.1550
I,USD,STD,BANK,C,6020,2008-09-30,028152,MSL,54.0420,15.4650
A,USD,STD,BANK,C,6020,2008-09-30,028155,TCBK,146.8730,41.2380
I,USD,STD,BANK,C,6020,2008-09-30,028267,AVLY,46.6050,0.0000
A,USD,STD,BANK,C,6020,2008-09-30,028278,GABC,,157.8930
I,USD,STD,BANK,C,6020,2008-09-30,028620,PFC,70.2380,209.6640
I,USD,STD,BANK,C,6020,2008-09-30,028833,CLDB,6.3160,73.1550
A,USD,STD,BANK,C,6020,2008-09-30,028866,CASH,76.3480,71.3350
A,USD,STD,BANK,C,6020,2008-09-30,028967,QCRH,127.0940,327.3850
A,USD,STD,BANK,C,6020,2008-09-30,029061,RVSB,111.6600,50.3490
A,USD,STD,BANK,C,6020,2008-09-30,029101,FFIN,196.8390,0.0000
I,USD,STD,BANK,C,6020,2008-09-30,029112,FSNMQ,141.9290,616.8120
I,USD,STD,BANK,C,6020,2008-09-30,029211,BPFH,429.5710,1280.3370
A,USD,STD,BANK,C,6020,2008-09-30,029286,BBAR,0.0000,0.0000
I,USD,STD,BANK,C,6020,2008-09-30,029446,OKSB,299.1180,81.9630
A,USD,STD,BANK,C,6020,2008-09-30,029466,FBSI,4.3730,22.0000
I,USD,STD,BANK,C,6020,2008-09-30,029613,CACB,290.9540,68.5580
A,USD,STD,BANK,C,6020,2008-09-30,029855,FMNB,97.5840,47.2290
A,USD,STD,BANK,C,6020,2008-09-30,029944,BMBN,0.0000,0.0000
A,USD,STD,BANK,C,6020,2008-09-30,029946,LARK,9.5000,101.5430
I,USD,STD,BANK,C,6020,2008-09-30,030082,DNBF,18.9170,69.9430
I,USD,STD,BANK,C,6020,2008-09-30,030162,SBNK,0.0000,33.0000
A,USD,STD,BANK,C,6020,2008-09-30,030218,BSAC,1532.6480,4313.0040
A,USD,STD,BANK,C,6020,2008-09-30,030222,ABCB,63.9730,180.8690
I,USD,STD,BANK,C,6020,2008-09-30,030328,COB,34.5520,289.0890
A,USD,STD,BANK,C,6020,2008-09-30,030452,BBD,41056.8620,33605.7230
A,USD,STD,BANK,C,6020,2008-09-30,030501,KB,4678.5740,45514.8630
A,USD,STD,BANK,C,6020,2008-09-30,030580,ITUB,46728.1890,31141.9720
A,USD,STD,BANK,C,6020,2008-09-30,030582,NBGGY,276.8370,5108.6910
I,USD,STD,BANK,C,6020,2008-09-30,030640,METR,230.6880,79.4000
A,USD,STD,BANK,C,6020,2008-09-30,030647,PNBK,7.0000,97.2480
I,USD,STD,BANK,C,6020,2008-09-30,030717,HBKS,1.4980,5.0000
I,USD,STD,BANK,C,6020,2008-09-30,030888,LION.1,73.4490,115.0270
A,USD,STD,BANK,C,6020,2008-09-30,031028,DIMC,14.5730,22.3940
A,USD,STD,BANK,C,6020,2008-09-30,031218,STBI,111.6600,0.0000
I,USD,STD,BANK,C,6020,2008-09-30,031242,HEOP,97.7350,23.4030
I,USD,STD,BANK,C,6020,2008-09-30,031336,CVLL,0.0000,13.2240
A,USD,STD,BANK,C,6020,2008-09-30,031358,FMCB,60.0000,11.0260
A,USD,STD,BANK,C,6020,2008-09-30,031368,HAFC,0.0000,667.3780
I,USD,STD,BANK,C,6020,2008-09-30,031593,FWVB,12.7390,10.9480
I,USD,STD,BANK,C,6020,2008-09-30,031659,BNV,10.7630,70.3260
I,USD,STD,BANK,C,6020,2008-09-30,031692,MBFI,396.2460,627.2610
I,USD,STD,BANK,C,6020,2008-09-30,031702,YCB,176.8000,17.0000
I,USD,STD,BANK,C,6020,2008-09-30,031703,GFED,189.6210,15.4650
I,USD,STD,BANK,C,6020,2008-09-30,031716,WEFP,0.0000,41.6060
A,USD,STD,BANK,C,6020,2008-09-30,031718,ATLO,48.3480,39.5000
A,USD,STD,BANK,C,6020,2008-09-30,031764,BMRC,28.6000,5.0000
I,USD,STD,BANK,C,6020,2008-09-30,031778,AWBCQ,192.8910,41.2390
A,USD,STD,BANK,C,6020,2008-09-30,031895,BHB,96.9010,198.6710
I,USD,STD,BANK,C,6020,2008-09-30,060803,3UNNF,21.4290,68.6750
I,USD,STD,BANK,C,6020,2008-09-30,060983,AMRB,56.8730,16.5000
I,USD,STD,BANK,C,6020,2008-09-30,060984,HSBI,17.7950,8.7650
A,USD,STD,BANK,C,6020,2008-09-30,060990,BNCC,12.5010,118.1550
A,USD,STD,BANK,C,6020,2008-09-30,061019,HABC,22.5060,38.0000
A,USD,STD,BANK,C,6020,2008-09-30,061055,AUBN,26.1360,128.3720
A,USD,STD,BANK,C,6020,2008-09-30,061067,CIB,1055.3770,4304.5970
I,USD,STD,BANK,C,6020,2008-09-30,061134,UBB,18769.2470,15640.7060
I,USD,STD,BANK,C,6020,2008-09-30,061206,CCBP,0.0000,0.0000
I,USD,STD,BANK,C,6020,2008-09-30,061229,MBHIQ,297.6500,531.3740
A,USD,STD,BANK,C,6020,2008-09-30,061394,SRNN,0.0000,3.0750
I,USD,STD,BANK,C,6020,2008-09-30,061444,IMPCQ,1183.9030,86.6000
A,USD,STD,BANK,C,6020,2008-09-30,061452,BAP,,3642.2390
A,USD,STD,BANK,C,6020,2008-09-30,061487,BANR,313.7390,101.3580
A,USD,STD,BANK,C,6020,2008-09-30,061585,FFIC,,1090.5950
I,USD,STD,BANK,C,6020,2008-09-30,061693,HTLF,176.5430,440.1460
A,USD,STD,BANK,C,6020,2008-09-30,061796,SOMC,3.7340,17.9250
I,USD,STD,BANK,C,6020,2008-09-30,061832,CCOWQ,2.1260,345.2840
I,USD,STD,BANK,C,6020,2008-09-30,061885,CPBK,33.6780,163.9150
I,USD,STD,BANK,C,6020,2008-09-30,061939,SBFC,48.6070,104.4000
A,USD,STD,BANK,C,6020,2008-09-30,062123,PBHC,21.7550,40.5550
A,USD,STD,BANK,C,6020,2008-09-30,062139,PLBC,27.0000,10.3100
I,USD,STD,BANK,C,6020,2008-09-30,062224,MROE,46.5690,29.3850
A,USD,STD,BANK,C,6020,2008-09-30,062243,UNTY,20.0000,110.4650
I,USD,STD,BANK,C,6020,2008-09-30,062245,VYFC,47.4180,84.4960
A,USD,STD,BANK,C,6020,2008-09-30,062365,FNRN,,30.5770
I,USD,STD,BANK,C,6020,2008-09-30,062472,VCBI,198.0090,115.7360
A,USD,STD,BANK,C,6020,2008-09-30,062527,AMFC,0.0000,36.9060
A,USD,STD,BANK,C,6020,2008-09-30,062575,FFDF,0.0000,20.4300
I,USD,STD,BANK,C,6020,2008-09-30,062646,CWBC.1,0.0000,100.5000
I,USD,STD,BANK,C,6020,2008-09-30,062654,SASR,484.5950,111.8280
I,USD,STD,BANK,C,6020,2008-09-30,062766,HVB,206.8880,196.8230
I,USD,STD,BANK,C,6020,2008-09-30,062895,PFBI,23.5280,20.6320
I,USD,STD,BANK,C,6020,2008-09-30,062972,BKYF,68.4540,44.8020
I,USD,STD,BANK,C,6020,2008-09-30,062976,SBKCQ,31.3430,266.5580
A,USD,STD,BANK,C,6020,2008-09-30,062979,SBSI,285.2190,589.9050
A,USD,STD,BANK,C,6020,2008-09-30,063058,SBFG,49.5540,60.8500
A,USD,STD,BANK,C,6020,2008-09-30,063135,DCOM,230.0000,1106.8400
I,USD,STD,BANK,C,6020,2008-09-30,063166,CLFC,0.0000,225.7100
A,USD,STD,BANK,C,6020,2008-09-30,063224,CWBC,19.9000,19.0000
A,USD,STD,BANK,C,6020,2008-09-30,063232,OCFC,67.6820,351.0000
I,USD,STD,BANK,C,6020,2008-09-30,063244,PABK,8.8350,120.1620
A,USD,STD,BANK,C,6020,2008-09-30,063402,CHBH,13.0780,34.5000
I,USD,STD,BANK,C,6020,2008-09-30,063479,BARI,65.7760,273.0860
I,USD,STD,BANK,C,6020,2008-09-30,063511,PCBS,26.7710,76.8720
I,USD,STD,BANK,C,6020,2008-09-30,063538,SNBC,53.3590,117.5440
I,USD,STD,BANK,C,6020,2008-09-30,063543,SGB,21.3440,10.0000
I,USD,STD,BANK,C,6020,2008-09-30,063551,FMFC.1,11.9380,228.4750
A,USD,STD,BANK,C,6020,2008-09-30,063590,BKRIY,8634.4690,97761.5670
I,USD,STD,BANK,C,6020,2008-09-30,063687,CFCB,140.5030,64.7620
I,USD,STD,BANK,C,6020,2008-09-30,063723,NBTF,1.2260,39.8100
A,USD,STD,BANK,C,6020,2008-09-30,063725,WTBA,70.8710,147.8690
A,USD,STD,BANK,C,6020,2008-09-30,063781,WTFC,294.5420,807.3940
I,USD,STD,BANK,C,6020,2008-09-30,063799,BKBK,50.3940,60.1830
I,USD,STD,BANK,C,6020,2008-09-30,063814,NOVB,8.2550,31.9610
I,USD,STD,BANK,C,6020,2008-09-30,063954,CMOH,0.0000,13.3000
I,USD,STD,BANK,C,6020,2008-09-30,064082,PRWT,13.3050,30.9760
I,USD,STD,BANK,C,6020,2008-09-30,064142,CCBD,35.1640,119.2090
I,USD,STD,BANK,C,6020,2008-09-30,064193,EMCF,13.2600,35.0000
I,USD,STD,BANK,C,6020,2008-09-30,064194,FMARQ,59.4220,239.0640
I,USD,STD,BANK,C,6020,2008-09-30,064218,WIBC,0.0000,387.3210
A,USD,STD,BANK,C,6020,2008-09-30,064228,UBFO,75.8090,23.7830
A,USD,STD,BANK,C,6020,2008-09-30,064547,SSB,,172.7380
I,USD,STD,BANK,C,6020,2008-09-30,064584,FSBK,57.7720,10.3100
A,USD,STD,BANK,C,6020,2008-09-30,064784,JFBC,18.9050,35.0000
A,USD,STD,BANK,C,6020,2008-09-30,064794,UCB,119.6990,423.3580
I,USD,STD,BANK,C,6020,2008-09-30,064930,TIBB,76.3510,245.9000
I,USD,STD,BANK,C,6020,2008-09-30,064979,PPBI,123.5000,148.3100
I,USD,STD,BANK,C,6020,2008-09-30,065005,ACBCQ,,
A,USD,STD,BANK,C,6020,2008-09-30,065050,GLBZ,0.3500,32.2360
A,USD,STD,BANK,C,6020,2008-09-30,065106,OZK,126.3370,411.4660
I,USD,STD,BANK,C,6020,2008-09-30,065133,CBKN,22.2900,194.9300
I,USD,STD,BANK,C,6020,2008-09-30,065176,EVBN,10.9570,29.6460
I,USD,STD,BANK,C,6020,2008-09-30,065214,3DCBF,5.3170,85.8160
A,USD,STD,BANK,C,6020,2008-09-30,065228,COLB,92.1740,411.8200
I,USD,STD,BANK,C,6020,2008-09-30,065231,WGNB,0.0000,62.8250
I,USD,STD,BANK,C,6020,2008-09-30,065325,STBK.,0.0000,22.1860
I,USD,STD,BANK,C,6020,2008-09-30,065444,SSFN,16.2970,53.7920
I,USD,STD,BANK,C,6020,2008-09-30,065467,FCCY,0.0000,75.7570
I,USD,STD,BANK,C,6020,2008-09-30,065483,STEL.1,0.7080,253.7080
I,USD,STD,BANK,C,6020,2008-09-30,065515,ANNB,15.6070,45.0000
I,USD,STD,BANK,C,6020,2008-09-30,065532,PCBK,38.4600,184.2480
A,USD,STD,BANK,C,6020,2008-09-30,065548,CAC,576.3670,44.8360
I,USD,STD,BANK,C,6020,2008-09-30,065610,MBRG,63.9150,94.1550
A,USD,STD,BANK,C,6020,2008-09-30,065689,MBWM,105.9860,337.3830
I,USD,STD,BANK,C,6020,2008-09-30,065713,CLBH,15.2750,75.9050
I,USD,STD,BANK,C,6020,2008-09-30,065758,FCEN.1,178.3830,12.3000
A,USD,STD,BANK,C,6020,2008-09-30,065796,MOFG,52.9420,176.4740
I,USD,STD,BANK,C,6020,2008-09-30,065884,SBBX,0.0000,49.0470
A,USD,STD,BANK,C,6020,2008-09-30,065958,CFFI,46.7000,167.4690
I,USD,STD,BANK,C,6020,2008-09-30,065971,IBCA.1,0.0000,207.5900
I,USD,STD,BANK,C,6020,2008-09-30,066098,VSBN,0.0000,0.0000
I,USD,STD,BANK,C,6020,2008-09-30,066148,EVBS,17.4330,144.9520
A,USD,STD,BANK,C,6020,2008-09-30,066155,NWFL,33.5750,43.0000
A,USD,STD,BANK,C,6020,2008-09-30,066158,OVLY,0.0000,78.0000
I,USD,STD,BANK,C,6020,2008-09-30,066161,OLBK,23.3100,15.0000
I,USD,STD,BANK,C,6020,2008-09-30,066164,PSBC,0.0000,43.7640
I,USD,STD,BANK,C,6020,2008-09-30,066185,CBBO,4.0000,36.7820
I,USD,STD,BANK,C,6020,2008-09-30,066188,3FLFL,13.2700,126.9540
A,USD,STD,BANK,C,6020,2008-09-30,066200,KLIB,5.4000,2.0320
A,USD,STD,BANK,C,6020,2008-09-30,066210,LCNB,1.6450,5.0000
A,USD,STD,BANK,C,6020,2008-09-30,066235,HOPE,20.0000,369.2680
A,USD,STD,BANK,C,6020,2008-09-30,066285,HFWA,0.0000,15.5570
A,USD,STD,BANK,C,6020,2008-09-30,066288,MPB,31.9980,55.2640
I,USD,STD,BANK,C,6020,2008-09-30,066313,OPOF,57.2850,80.0000
I,USD,STD,BANK,C,6020,2008-09-30,066336,TSBA,0.0000,7.4170
A,USD,STD,BANK,C,6020,2008-09-30,066453,COFS,22.0090,41.9510
I,USD,STD,BANK,C,6020,2008-09-30,066484,ECBE,45.6740,26.0000
A,USD,STD,BANK,C,6020,2008-09-30,066503,CTBK,0.5300,95.0000
A,USD,STD,BANK,C,6020,2008-09-30,066504,CBAN,31.6640,116.2290
A,USD,STD,BANK,C,6020,2008-09-30,066597,FUSB,2.0780,90.0000
I,USD,STD,BANK,C,6020,2008-09-30,066648,CWLZ,0.4250,12.4410
A,USD,STD,BANK,C,6020,2008-09-30,105538,BSRR,169.5450,60.9280
I,USD,STD,BANK,C,6020,2008-09-30,105670,BRKL,0.0000,727.1620
I,USD,STD,BANK,C,6020,2008-09-30,106073,CSNT,12.0190,46.1670
I,USD,STD,BANK,C,6020,2008-09-30,106404,FBSS,0.0000,49.1240
I,USD,STD,BANK,C,6020,2008-09-30,106807,3HRTB,,
I,USD,STD,BANK,C,6020,2008-09-30,107325,MCBC,75.3190,261.0280
I,USD,STD,BANK,C,6020,2008-09-30,107643,NWYF,,
A,USD,STD,BANK,C,6020,2008-09-30,107817,PGC,55.0000,40.0540
I,USD,STD,BANK,C,6020,2008-09-30,108306,SCMF,135.4440,243.0560
I,USD,STD,BANK,C,6020,2008-09-30,108449,TAYC,105.1050,488.9440
I,USD,STD,BANK,C,6020,2008-09-30,108481,TMCV,131.8000,56.9240
A,USD,STD,BANK,C,6020,2008-09-30,108664,UBOH,98.7540,10.3000
A,USD,STD,BANK,C,6020,2008-09-30,109183,PFBC,25.0000,38.0000
I,USD,STD,BANK,C,6020,2008-09-30,109318,DEAR,0.2220,82.2830
I,USD,STD,BANK,C,6020,2008-09-30,109584,FTBK,34.7010,334.9890
A,USD,STD,BANK,C,6020,2008-09-30,109599,HTBK,130.0000,23.7020
I,USD,STD,BANK,C,6020,2008-09-30,109621,LBAI,53.0490,343.3250
I,USD,STD,BANK,C,6020,2008-09-30,109683,FNFG,771.6830,832.0940
I,USD,STD,BANK,C,6020,2008-09-30,109699,BNCN,45.5930,100.7130
I,USD,STD,BANK,C,6020,2008-09-30,110164,SOCB,14.4860,81.3100
I,USD,STD,BANK,C,6020,2008-09-30,110250,SMMF,98.3160,434.0160
A,USD,STD,BANK,C,6020,2008-09-30,111179,HWBK,26.7730,208.7460
I,USD,STD,BANK,C,6020,2008-09-30,111459,FNHM,0.0000,9.2420
A,USD,STD,BANK,C,6020,2008-09-30,111537,UNB,0.0000,27.6400
A,USD,STD,BANK,C,6020,2008-09-30,111640,CBKM,16.3480,9.5550
A,USD,STD,BANK,C,6020,2008-09-30,111721,EGBN,104.2430,91.1500
I,USD,STD,BANK,C,6020,2008-09-30,111779,COBZ,561.4030,92.5500
A,USD,STD,BANK,C,6020,2008-09-30,111819,ORRF,87.3530,103.6160
A,USD,STD,BANK,C,6020,2008-09-30,111940,FNLC,264.6170,0.0000
I,USD,STD,BANK,C,6020,2008-09-30,111976,WBCO,0.0000,45.7740
I,USD,STD,BANK,C,6020,2008-09-30,112007,GRNB.1,65.3420,318.5680
I,USD,STD,BANK,C,6020,2008-09-30,112101,SOMH,0.0000,11.0000
I,USD,STD,BANK,C,6020,2008-09-30,112112,BOCH,13.5800,80.4650
A,USD,STD,BANK,C,6020,2008-09-30,112254,PFBX,212.3090,6.9780
A,USD,STD,BANK,C,6020,2008-09-30,112295,FCCO,27.3520,110.7840
I,USD,STD,BANK,C,6020,2008-09-30,112362,BCSB,10.0000,17.0110
I,USD,STD,BANK,C,6020,2008-09-30,112533,APAB,13.4190,64.4110
A,USD,STD,BANK,C,6020,2008-09-30,112542,HBIA,93.5800,265.0000
I,USD,STD,BANK,C,6020,2008-09-30,112618,SBP.1,49.8580,1670.9720
I,USD,STD,BANK,C,6020,2008-09-30,112626,CFNL,63.3880,310.6190
A,USD,STD,BANK,C,6020,2008-09-30,112721,RBCAA,322.6080,618.5340
I,USD,STD,BANK,C,6020,2008-09-30,113093,SAL,12.3700,86.4900
I,USD,STD,BANK,C,6020,2008-09-30,113978,FNCB,0.0000,224.7220
I,USD,STD,BANK,C,6020,2008-09-30,114037,3UBMI,0.0000,51.9510
I,USD,STD,BANK,C,6020,2008-09-30,114880,MFNC,0.0000,36.2100
I,USD,STD,BANK,C,6020,2008-09-30,114956,XBKS,0.0000,127.2630
I,USD,STD,BANK,C,6020,2008-09-30,115078,3SERC,44.0000,75.8330
I,USD,STD,BANK,C,6020,2008-09-30,115082,GECR,,0.0000
I,USD,STD,BANK,C,6020,2008-09-30,115555,BFNBQ,66.5370,10.3100
I,USD,STD,BANK,C,6020,2008-09-30,115566,UCBHQ,1250.3980,1954.1270
A,USD,STD,BANK,C,6020,2008-09-30,115876,PB,100.3100,311.9360
I,USD,STD,BANK,C,6020,2008-09-30,116531,CJBK,72.5040,5.1550
I,USD,STD,BANK,C,6020,2008-09-30,116586,SUPR,5.9890,511.2670
I,USD,STD,BANK,C,6020,2008-09-30,116791,MCBI.1,1.1870,189.0830
I,USD,STD,BANK,C,6020,2008-09-30,116894,CSHB,8.6150,10.5000
I,USD,STD,BANK,C,6020,2008-09-30,116947,3OKFC,24.1730,60.6830
A,USD,STD,BANK,C,6020,2008-09-30,117018,CFBK,15.0000,28.3550
A,USD,STD,BANK,C,6020,2008-09-30,117034,FCAP,7.4850,53.8300
A,USD,STD,BANK,C,6020,2008-09-30,117141,EFSC,36.6000,318.8650
I,USD,STD,BANK,C,6020,2008-09-30,117161,STL,414.0590,151.9490
I,USD,STD,BANK,C,6020,2008-09-30,117868,TOFC,36.5000,33.7270
I,USD,STD,BANK,C,6020,2008-09-30,117901,CZFC,12.0330,25.9700
A,USD,STD,BANK,C,6020,2008-09-30,118042,EWBC,700.2600,2115.7200
I,USD,STD,BANK,C,6020,2008-09-30,118046,FCVA,3.0560,57.1550
I,USD,STD,BANK,C,6020,2008-09-30,118525,EBTC,83.4760,10.8250
A,USD,STD,BANK,C,6020,2008-09-30,119014,ALBY,,
I,USD,STD,BANK,C,6020,2008-09-30,119295,GBTS,30.9650,242.8850
A,USD,STD,BANK,C,6020,2008-09-30,119436,FBPI,,
I,USD,STD,BANK,C,6020,2008-09-30,119813,ACBA.1,19.9310,37.9900
A,USD,STD,BANK,C,6020,2008-09-30,120038,CZBS,0.0000,12.0070
I,USD,STD,BANK,C,6020,2008-09-30,120193,BERK,70.9720,69.9950
A,USD,STD,BANK,C,6020,2008-09-30,120318,TOWN,409.1850,41.1860
I,USD,STD,BANK,C,6020,2008-09-30,121199,CADE.2,306.0480,30.9280
I,USD,STD,BANK,C,6020,2008-09-30,121381,PMBC,103.7190,162.5270
I,USD,STD,BANK,C,6020,2008-09-30,121562,TFINQ,13.1430,134.7640
A,USD,STD,BANK,C,6020,2008-09-30,121713,FISI,47.2090,67.4750
I,USD,STD,BANK,C,6020,2008-09-30,121816,PVTB,592.1940,244.7930
I,USD,STD,BANK,C,6020,2008-09-30,121974,BCAR.1,47.3690,32.8550
I,USD,STD,BANK,C,6020,2008-09-30,122494,CAPEQ,25.0000,27.3100
I,USD,STD,BANK,C,6020,2008-09-30,122515,YDKN,20.0000,125.7480
I,USD,STD,BANK,C,6020,2008-09-30,123495,ATBC,22.1580,12.3930
I,USD,STD,BANK,C,6020,2008-09-30,123720,JAXB,20.3000,34.5500
A,USD,STD,BANK,C,6020,2008-09-30,125234,CIZN,0.0000,79.4000
A,USD,STD,BANK,C,6020,2008-09-30,125580,SFST,0.0000,175.1030
I,USD,STD,BANK,C,6020,2008-09-30,127797,MFSF,0.0000,276.6630
I,USD,STD,BANK,C,6020,2008-09-30,132988,WBNK,37.6060,58.8720
A,USD,STD,BANK,C,6020,2008-09-30,133764,EBMT,68.9190,5.1550
I,USD,STD,BANK,C,6020,2008-09-30,135425,TRCB,15.6950,7.5000
I,USD,STD,BANK,C,6020,2008-09-30,135784,FNSCQ,22.3050,103.6560
A,USD,STD,BANK,C,6020,2008-09-30,136265,BANC,170.7000,580.0430
I,USD,STD,BANK,C,6020,2008-09-30,136825,BAYN,15.7170,8.0000
I,USD,STD,BANK,C,6020,2008-09-30,136864,MBCRQ,41.7770,136.3580
A,CAD,STD,BANK,C,6020,2008-09-30,137135,,1209.0000,5572.0000
I,USD,STD,BANK,C,6020,2008-09-30,137351,BHLB,0.0000,381.5560
A,USD,STD,BANK,C,6020,2008-09-30,137370,AMBK,12.3850,102.9050
A,USD,STD,BANK,C,6020,2008-09-30,137944,GGAL,0.0000,1240.7850
I,USD,STD,BANK,C,6020,2008-09-30,138489,TAMB,0.0000,197.4880
A,USD,STD,BANK,C,6020,2008-09-30,139025,PNFP,217.5300,285.9920
A,USD,STD,BANK,C,6020,2008-09-30,139705,MBCN,1.6940,36.6880
I,USD,STD,BANK,C,6020,2008-09-30,140043,CMFB,1.5670,0.0000
I,USD,STD,BANK,C,6020,2008-09-30,140565,SLCT,17.8960,12.3720
I,USD,STD,BANK,C,6020,2008-09-30,140938,VBFC,40.4970,8.7640
A,USD,STD,BANK,C,6020,2008-09-30,141667,PFLC,33.5000,32.2740
I,USD,STD,BANK,C,6020,2008-09-30,142088,CSFL,106.7280,12.5000
I,USD,STD,BANK,C,6020,2008-09-30,142336,FPBN,5.0000,35.1550
A,USD,STD,BANK,C,6020,2008-09-30,143153,SHBI,53.0780,8.4850
I,USD,STD,BANK,C,6020,2008-09-30,143910,BBNK,0.0000,47.5270
A,USD,STD,BANK,C,6020,2008-09-30,144122,MVBF,21.1990,26.4700
A,USD,STD,BANK,C,6020,2008-09-30,144535,HDB,,1324.8530
I,USD,STD,BANK,C,6020,2008-09-30,144567,SSE.1,0.7650,1.1820
A,USD,STD,BANK,C,6020,2008-09-30,145191,GABA,,
I,USD,STD,BANK,C,6020,2008-09-30,146354,ABVA,97.4290,10.3100
A,USD,STD,BANK,C,6020,2008-09-30,147220,MBVA,2.8050,60.4000
A,USD,STD,BANK,C,6020,2008-09-30,147312,BCBP,14.5000,114.1240
I,USD,STD,BANK,C,6020,2008-09-30,147948,CFHZ,42.7980,20.0000
A,USD,STD,BANK,C,6020,2008-09-30,148669,CNND,0.0000,108.9330
I,USD,STD,BANK,C,6020,2008-09-30,149618,BANC.3,0.0000,183.3000
